Date,Rainfall,Uncertainty,State,Country
12/1/1987,1.863,0.834,Himachal Pradesh,India
1/1/1988,1.485,0.377,Himachal Pradesh,India
2/1/1988,2.885,0.36,Himachal Pradesh,India
3/1/1988,5.225,0.614,Himachal Pradesh,India
4/1/1988,12.152,0.366,Himachal Pradesh,India
5/1/1988,16.663,0.462,Himachal Pradesh,India
6/1/1988,17.545,0.4,Himachal Pradesh,India
7/1/1988,16.58,0.299,Himachal Pradesh,India
8/1/1988,15.569,0.291,Himachal Pradesh,India
9/1/1988,14.602,0.462,Himachal Pradesh,India
10/1/1988,10.258,0.683,Himachal Pradesh,India
11/1/1988,6.164,0.509,Himachal Pradesh,India
12/1/1988,2.353,0.341,Himachal Pradesh,India
1/1/1989,-1.351,1.008,Himachal Pradesh,India
2/1/1989,0.851,0.409,Himachal Pradesh,India
3/1/1989,5.23,0.522,Himachal Pradesh,India
4/1/1989,9.397,0.588,Himachal Pradesh,India
5/1/1989,14.737,0.484,Himachal Pradesh,India
6/1/1989,16.408,0.42,Himachal Pradesh,India
7/1/1989,16.621,0.42,Himachal Pradesh,India
8/1/1989,15.01,0.397,Himachal Pradesh,India
9/1/1989,14.361,0.435,Himachal Pradesh,India
10/1/1989,10.705,0.431,Himachal Pradesh,India
11/1/1989,5.956,0.475,Himachal Pradesh,India
12/1/1989,1.989,0.355,Himachal Pradesh,India
1/1/1990,2.075,0.734,Himachal Pradesh,India
2/1/1990,1.86,0.38,Himachal Pradesh,India
3/1/1990,4.014,0.298,Himachal Pradesh,India
4/1/1990,10.07,0.489,Himachal Pradesh,India
5/1/1990,15.718,0.997,Himachal Pradesh,India
6/1/1990,18.222,0.246,Himachal Pradesh,India
7/1/1990,16.052,0.503,Himachal Pradesh,India
8/1/1990,15.864,0.278,Himachal Pradesh,India
9/1/1990,14.523,0.234,Himachal Pradesh,India
10/1/1990,9.622,0.394,Himachal Pradesh,India
11/1/1990,6.499,0.63,Himachal Pradesh,India
12/1/1990,1.968,0.441,Himachal Pradesh,India
1/1/1991,-1.025,1.003,Himachal Pradesh,India
2/1/1991,1.611,0.449,Himachal Pradesh,India
3/1/1991,5.438,0.874,Himachal Pradesh,India
4/1/1991,9.139,0.418,Himachal Pradesh,India
5/1/1991,14.311,0.4,Himachal Pradesh,India
6/1/1991,16.711,0.715,Himachal Pradesh,India
7/1/1991,17.578,0.357,Himachal Pradesh,India
8/1/1991,15.582,0.362,Himachal Pradesh,India
9/1/1991,14.62,0.328,Himachal Pradesh,India
10/1/1991,9.668,0.303,Himachal Pradesh,India
11/1/1991,5.514,0.322,Himachal Pradesh,India
12/1/1991,2.291,1.13,Himachal Pradesh,India
1/1/1992,0.637,1.186,Himachal Pradesh,India
2/1/1992,0.597,0.322,Himachal Pradesh,India
3/1/1992,5.081,0.235,Himachal Pradesh,India
4/1/1992,10.47,0.348,Himachal Pradesh,India
5/1/1992,13.315,0.554,Himachal Pradesh,India
6/1/1992,16.785,0.536,Himachal Pradesh,India
7/1/1992,15.813,0.508,Himachal Pradesh,India
8/1/1992,15.458,0.229,Himachal Pradesh,India
9/1/1992,14.015,0.408,Himachal Pradesh,India
10/1/1992,10.187,0.35,Himachal Pradesh,India
11/1/1992,5.993,0.424,Himachal Pradesh,India
12/1/1992,2.634,0.958,Himachal Pradesh,India
1/1/1993,-0.388,0.621,Himachal Pradesh,India
2/1/1993,3.446,0.352,Himachal Pradesh,India
3/1/1993,3.95,0.316,Himachal Pradesh,India
4/1/1993,10.837,0.766,Himachal Pradesh,India
5/1/1993,15.679,0.478,Himachal Pradesh,India
6/1/1993,17.225,0.363,Himachal Pradesh,India
7/1/1993,16.102,0.499,Himachal Pradesh,India
8/1/1993,16.576,0.576,Himachal Pradesh,India
9/1/1993,13.978,0.519,Himachal Pradesh,India
10/1/1993,10.31,0.231,Himachal Pradesh,India
11/1/1993,6.84,0.545,Himachal Pradesh,India
12/1/1993,2.11,0.324,Himachal Pradesh,India
1/1/1994,0.651,0.426,Himachal Pradesh,India
2/1/1994,1.194,0.308,Himachal Pradesh,India
3/1/1994,7.385,0.259,Himachal Pradesh,India
4/1/1994,9.485,0.53,Himachal Pradesh,India
5/1/1994,15.398,0.42,Himachal Pradesh,India
6/1/1994,18.346,0.632,Himachal Pradesh,India
7/1/1994,16.85,0.591,Himachal Pradesh,India
8/1/1994,16.09,0.417,Himachal Pradesh,India
9/1/1994,13.978,0.389,Himachal Pradesh,India
10/1/1994,9.87,0.182,Himachal Pradesh,India
11/1/1994,6.686,0.274,Himachal Pradesh,India
12/1/1994,2.134,0.592,Himachal Pradesh,India
1/1/1995,-1.948,0.643,Himachal Pradesh,India
2/1/1995,0.857,0.394,Himachal Pradesh,India
3/1/1995,4.899,0.271,Himachal Pradesh,India
4/1/1995,9.515,0.465,Himachal Pradesh,India
5/1/1995,16.033,0.566,Himachal Pradesh,India
6/1/1995,18.871,0.55,Himachal Pradesh,India
7/1/1995,16.819,0.414,Himachal Pradesh,India
8/1/1995,15.405,0.586,Himachal Pradesh,India
9/1/1995,14.42,0.426,Himachal Pradesh,India
10/1/1995,10.931,0.198,Himachal Pradesh,India
11/1/1995,6.129,0.37,Himachal Pradesh,India
12/1/1995,1.995,0.777,Himachal Pradesh,India
1/1/1996,-0.1,0.495,Himachal Pradesh,India
2/1/1996,2.096,0.332,Himachal Pradesh,India
3/1/1996,6.288,0.245,Himachal Pradesh,India
4/1/1996,10.956,0.275,Himachal Pradesh,India
5/1/1996,14.34,0.405,Himachal Pradesh,India
6/1/1996,16.364,0.604,Himachal Pradesh,India
7/1/1996,16.462,0.419,Himachal Pradesh,India
8/1/1996,15.239,0.338,Himachal Pradesh,India
9/1/1996,14.342,0.296,Himachal Pradesh,India
10/1/1996,9.932,0.338,Himachal Pradesh,India
11/1/1996,5.928,0.47,Himachal Pradesh,India
12/1/1996,1.541,0.733,Himachal Pradesh,India
1/1/1997,-0.594,0.733,Himachal Pradesh,India
2/1/1997,1.33,0.422,Himachal Pradesh,India
3/1/1997,5.897,0.621,Himachal Pradesh,India
4/1/1997,9.661,0.862,Himachal Pradesh,India
5/1/1997,13.378,0.458,Himachal Pradesh,India
6/1/1997,16.331,0.403,Himachal Pradesh,India
7/1/1997,17.508,0.561,Himachal Pradesh,India
8/1/1997,15.669,0.666,Himachal Pradesh,India
9/1/1997,14.896,0.28,Himachal Pradesh,India
10/1/1997,8.696,0.619,Himachal Pradesh,India
11/1/1997,5.313,0.468,Himachal Pradesh,India
12/1/1997,-0.339,1.325,Himachal Pradesh,India
1/1/1998,-0.551,0.692,Himachal Pradesh,India
2/1/1998,2.141,0.283,Himachal Pradesh,India
3/1/1998,4.514,0.468,Himachal Pradesh,India
4/1/1998,11.376,0.234,Himachal Pradesh,India
5/1/1998,16.128,0.374,Himachal Pradesh,India
6/1/1998,17.434,0.809,Himachal Pradesh,India
7/1/1998,17.051,0.431,Himachal Pradesh,India
8/1/1998,16.242,0.264,Himachal Pradesh,India
9/1/1998,14.785,0.498,Himachal Pradesh,India
10/1/1998,11.085,0.514,Himachal Pradesh,India
11/1/1998,6.826,0.805,Himachal Pradesh,India
12/1/1998,1.379,0.775,Himachal Pradesh,India
1/1/1999,0.04,0.361,Himachal Pradesh,India
2/1/1999,3.18,0.243,Himachal Pradesh,India
3/1/1999,7.27,0.352,Himachal Pradesh,India
4/1/1999,13.045,0.702,Himachal Pradesh,India
5/1/1999,16.12,0.379,Himachal Pradesh,India
6/1/1999,17.143,0.377,Himachal Pradesh,India
7/1/1999,17.068,0.541,Himachal Pradesh,India
8/1/1999,16.626,0.228,Himachal Pradesh,India
9/1/1999,15.283,0.372,Himachal Pradesh,India
10/1/1999,11.289,0.223,Himachal Pradesh,India
11/1/1999,6.985,0.4,Himachal Pradesh,India
12/1/1999,2.3,0.316,Himachal Pradesh,India
1/1/2000,0.517,0.528,Himachal Pradesh,India
2/1/2000,-0.135,0.662,Himachal Pradesh,India
3/1/2000,5.145,0.31,Himachal Pradesh,India
4/1/2000,12.245,0.584,Himachal Pradesh,India
5/1/2000,16.984,0.644,Himachal Pradesh,India
6/1/2000,16.916,0.588,Himachal Pradesh,India
7/1/2000,16.52,0.583,Himachal Pradesh,India
8/1/2000,16.309,0.351,Himachal Pradesh,India
9/1/2000,14.535,0.337,Himachal Pradesh,India
10/1/2000,11.865,0.41,Himachal Pradesh,India
11/1/2000,7.167,0.336,Himachal Pradesh,India
12/1/2000,2.667,0.521,Himachal Pradesh,India
1/1/2001,-0.085,0.709,Himachal Pradesh,India
2/1/2001,3.01,0.334,Himachal Pradesh,India
3/1/2001,6.628,0.503,Himachal Pradesh,India
4/1/2001,11.067,0.73,Himachal Pradesh,India
5/1/2001,16.169,0.563,Himachal Pradesh,India
6/1/2001,16.45,0.864,Himachal Pradesh,India
7/1/2001,16.848,0.471,Himachal Pradesh,India
8/1/2001,16.677,0.348,Himachal Pradesh,India
9/1/2001,14.762,0.411,Himachal Pradesh,India
10/1/2001,11.737,0.228,Himachal Pradesh,India
11/1/2001,6.736,0.405,Himachal Pradesh,India
12/1/2001,2.345,0.322,Himachal Pradesh,India
1/1/2002,-0.359,0.323,Himachal Pradesh,India
2/1/2002,1.639,0.159,Himachal Pradesh,India
3/1/2002,6.94,0.678,Himachal Pradesh,India
4/1/2002,11.989,0.272,Himachal Pradesh,India
5/1/2002,16.333,0.567,Himachal Pradesh,India
6/1/2002,17.568,0.301,Himachal Pradesh,India
7/1/2002,18.175,0.65,Himachal Pradesh,India
8/1/2002,16.802,0.258,Himachal Pradesh,India
9/1/2002,12.909,0.251,Himachal Pradesh,India
10/1/2002,11.237,0.513,Himachal Pradesh,India
11/1/2002,6.897,0.574,Himachal Pradesh,India
12/1/2002,2.67,0.673,Himachal Pradesh,India
1/1/2003,-0.866,1.001,Himachal Pradesh,India
2/1/2003,1.947,0.219,Himachal Pradesh,India
3/1/2003,5.784,0.4,Himachal Pradesh,India
4/1/2003,11.749,0.411,Himachal Pradesh,India
5/1/2003,14.216,0.557,Himachal Pradesh,India
6/1/2003,18.022,0.438,Himachal Pradesh,India
7/1/2003,16.874,0.49,Himachal Pradesh,India
8/1/2003,16.122,0.382,Himachal Pradesh,India
9/1/2003,14.704,0.31,Himachal Pradesh,India
10/1/2003,10.248,0.477,Himachal Pradesh,India
11/1/2003,5.944,0.394,Himachal Pradesh,India
12/1/2003,1.819,0.233,Himachal Pradesh,India
1/1/2004,0.149,0.296,Himachal Pradesh,India
2/1/2004,2.906,0.267,Himachal Pradesh,India
3/1/2004,9.281,0.58,Himachal Pradesh,India
4/1/2004,12.791,0.68,Himachal Pradesh,India
5/1/2004,15.281,0.898,Himachal Pradesh,India
6/1/2004,16.221,0.319,Himachal Pradesh,India
7/1/2004,17.283,0.542,Himachal Pradesh,India
8/1/2004,16.143,0.347,Himachal Pradesh,India
9/1/2004,15.295,0.428,Himachal Pradesh,India
10/1/2004,9.601,0.327,Himachal Pradesh,India
11/1/2004,6.417,0.364,Himachal Pradesh,India
12/1/2004,2.763,0.604,Himachal Pradesh,India
1/1/2005,-0.558,1.417,Himachal Pradesh,India
2/1/2005,1.189,0.402,Himachal Pradesh,India
3/1/2005,6.738,0.166,Himachal Pradesh,India
4/1/2005,10.858,0.765,Himachal Pradesh,India
5/1/2005,14.06,0.59,Himachal Pradesh,India
6/1/2005,18.103,0.99,Himachal Pradesh,India
7/1/2005,16.194,0.446,Himachal Pradesh,India
8/1/2005,16.487,0.448,Himachal Pradesh,India
9/1/2005,14.845,0.323,Himachal Pradesh,India
10/1/2005,10.714,0.26,Himachal Pradesh,India
11/1/2005,5.96,0.279,Himachal Pradesh,India
12/1/2005,1.106,0.322,Himachal Pradesh,India
1/1/2006,0.401,0.744,Himachal Pradesh,India
2/1/2006,5.297,0.6,Himachal Pradesh,India
3/1/2006,6.124,0.26,Himachal Pradesh,India
4/1/2006,10.788,1.179,Himachal Pradesh,India
5/1/2006,16.58,0.452,Himachal Pradesh,India
6/1/2006,16.672,0.425,Himachal Pradesh,India
7/1/2006,17.131,0.497,Himachal Pradesh,India
8/1/2006,16.655,0.272,Himachal Pradesh,India
9/1/2006,14.42,0.496,Himachal Pradesh,India
10/1/2006,11.614,0.224,Himachal Pradesh,India
11/1/2006,6.883,0.27,Himachal Pradesh,India
12/1/2006,1.799,0.839,Himachal Pradesh,India
1/1/2007,0.383,0.575,Himachal Pradesh,India
2/1/2007,2.535,0.499,Himachal Pradesh,India
3/1/2007,5.789,0.578,Himachal Pradesh,India
4/1/2007,13.357,0.429,Himachal Pradesh,India
5/1/2007,15.622,0.228,Himachal Pradesh,India
6/1/2007,17.724,0.307,Himachal Pradesh,India
7/1/2007,16.992,0.27,Himachal Pradesh,India
8/1/2007,16.827,0.397,Himachal Pradesh,India
9/1/2007,14.706,0.422,Himachal Pradesh,India
10/1/2007,10.701,0.311,Himachal Pradesh,India
11/1/2007,6.648,0.513,Himachal Pradesh,India
12/1/2007,1.861,0.654,Himachal Pradesh,India
1/1/2008,-0.76,0.366,Himachal Pradesh,India
2/1/2008,0.539,0.981,Himachal Pradesh,India
3/1/2008,8.579,0.623,Himachal Pradesh,India
4/1/2008,10.91,0.451,Himachal Pradesh,India
5/1/2008,14.697,0.408,Himachal Pradesh,India
6/1/2008,16.415,0.831,Himachal Pradesh,India
7/1/2008,16.653,0.41,Himachal Pradesh,India
8/1/2008,15.915,0.302,Himachal Pradesh,India
9/1/2008,14.061,0.76,Himachal Pradesh,India
10/1/2008,11.175,0.571,Himachal Pradesh,India
11/1/2008,6.725,0.398,Himachal Pradesh,India
12/1/2008,3.24,0.286,Himachal Pradesh,India
1/1/2009,1.476,0.365,Himachal Pradesh,India
2/1/2009,3.532,0.367,Himachal Pradesh,India
3/1/2009,7.248,0.363,Himachal Pradesh,India
4/1/2009,11.611,0.417,Himachal Pradesh,India
5/1/2009,15.101,0.374,Himachal Pradesh,India
6/1/2009,17.829,0.747,Himachal Pradesh,India
7/1/2009,17.366,0.438,Himachal Pradesh,India
8/1/2009,16.963,0.277,Himachal Pradesh,India
9/1/2009,14.434,0.353,Himachal Pradesh,India
10/1/2009,10.669,0.455,Himachal Pradesh,India
11/1/2009,5.913,0.394,Himachal Pradesh,India
12/1/2009,2.313,0.566,Himachal Pradesh,India
1/1/2010,-0.761,1.946,Himachal Pradesh,India
2/1/2010,2.756,0.555,Himachal Pradesh,India
3/1/2010,9.488,0.431,Himachal Pradesh,India
4/1/2010,13.803,0.665,Himachal Pradesh,India
5/1/2010,16.116,0.36,Himachal Pradesh,India
6/1/2010,16.938,0.777,Himachal Pradesh,India
7/1/2010,16.757,0.353,Himachal Pradesh,India
8/1/2010,16.349,0.317,Himachal Pradesh,India
9/1/2010,13.868,0.251,Himachal Pradesh,India
10/1/2010,11.475,0.235,Himachal Pradesh,India
11/1/2010,7.26,0.159,Himachal Pradesh,India
12/1/2010,1.434,0.387,Himachal Pradesh,India
1/1/2011,-1.414,0.594,Himachal Pradesh,India
2/1/2011,2.132,0.284,Himachal Pradesh,India
3/1/2011,6.167,0.935,Himachal Pradesh,India
4/1/2011,10.453,0.416,Himachal Pradesh,India
5/1/2011,16.352,0.276,Himachal Pradesh,India
6/1/2011,16.758,0.472,Himachal Pradesh,India
7/1/2011,16.728,0.403,Himachal Pradesh,India
8/1/2011,16.162,0.363,Himachal Pradesh,India
9/1/2011,14.728,0.249,Himachal Pradesh,India
10/1/2011,11.226,0.633,Himachal Pradesh,India
11/1/2011,7.708,0.742,Himachal Pradesh,India
12/1/2011,1.8,0.406,Himachal Pradesh,India
1/1/2012,-1.344,0.667,Himachal Pradesh,India
2/1/2012,1.12,0.421,Himachal Pradesh,India
3/1/2012,6.285,0.394,Himachal Pradesh,India
4/1/2012,10.939,0.567,Himachal Pradesh,India
5/1/2012,15.467,0.209,Himachal Pradesh,India
6/1/2012,18.696,0.585,Himachal Pradesh,India
7/1/2012,17.529,0.648,Himachal Pradesh,India
8/1/2012,16.008,0.5,Himachal Pradesh,India
9/1/2012,14.571,0.551,Himachal Pradesh,India
10/1/2012,10.168,0.366,Himachal Pradesh,India
11/1/2012,6.412,0.727,Himachal Pradesh,India
12/1/2012,2.545,0.725,Himachal Pradesh,India
1/1/2013,-1.166,1.394,Himachal Pradesh,India
2/1/2013,1.7,1.45,Himachal Pradesh,India
3/1/2013,6.925,1.287,Himachal Pradesh,India
4/1/2013,11.299,0.434,Himachal Pradesh,India
5/1/2013,16.082,0.302,Himachal Pradesh,India
6/1/2013,17.333,0.829,Himachal Pradesh,India
7/1/2013,16.907,0.622,Himachal Pradesh,India
8/1/2013,15.989,0.68,Himachal Pradesh,India
1/1/1961,-8.501,0.475,Jammu And Kashmir,India
2/1/1961,-8.299,0.607,Jammu And Kashmir,India
3/1/1961,-1.216,0.425,Jammu And Kashmir,India
4/1/1961,3.034,0.289,Jammu And Kashmir,India
5/1/1961,8.467,0.304,Jammu And Kashmir,India
6/1/1961,12.945,0.728,Jammu And Kashmir,India
7/1/1961,13.859,0.439,Jammu And Kashmir,India
8/1/1961,12.859,0.304,Jammu And Kashmir,India
9/1/1961,10.817,0.545,Jammu And Kashmir,India
10/1/1961,4.059,0.626,Jammu And Kashmir,India
11/1/1961,-3.235,0.389,Jammu And Kashmir,India
12/1/1961,-8.527,0.468,Jammu And Kashmir,India
1/1/1962,-9.263,0.668,Jammu And Kashmir,India
2/1/1962,-5.284,0.673,Jammu And Kashmir,India
3/1/1962,-1.162,0.504,Jammu And Kashmir,India
4/1/1962,4.036,0.348,Jammu And Kashmir,India
5/1/1962,8.194,1.099,Jammu And Kashmir,India
6/1/1962,12.385,0.584,Jammu And Kashmir,India
7/1/1962,13.724,0.388,Jammu And Kashmir,India
8/1/1962,12.651,0.398,Jammu And Kashmir,India
9/1/1962,9.125,0.474,Jammu And Kashmir,India
10/1/1962,3.502,0.547,Jammu And Kashmir,India
11/1/1962,-2.715,0.309,Jammu And Kashmir,India
12/1/1962,-8.175,0.394,Jammu And Kashmir,India
1/1/1963,-8.922,0.508,Jammu And Kashmir,India
2/1/1963,-4.623,0.666,Jammu And Kashmir,India
3/1/1963,-2.003,0.383,Jammu And Kashmir,India
4/1/1963,3.351,0.758,Jammu And Kashmir,India
5/1/1963,7.426,0.881,Jammu And Kashmir,India
6/1/1963,13.214,0.481,Jammu And Kashmir,India
7/1/1963,13.963,0.629,Jammu And Kashmir,India
8/1/1963,12.471,0.379,Jammu And Kashmir,India
9/1/1963,9.633,0.469,Jammu And Kashmir,India
10/1/1963,4.796,0.566,Jammu And Kashmir,India
11/1/1963,-1.578,0.537,Jammu And Kashmir,India
12/1/1963,-6.9,0.873,Jammu And Kashmir,India
1/1/1964,-10.797,1.252,Jammu And Kashmir,India
2/1/1964,-7.703,1.663,Jammu And Kashmir,India
3/1/1964,0.419,0.599,Jammu And Kashmir,India
4/1/1964,4.156,0.454,Jammu And Kashmir,India
5/1/1964,6.389,0.69,Jammu And Kashmir,India
6/1/1964,11.519,0.49,Jammu And Kashmir,India
7/1/1964,12.361,0.354,Jammu And Kashmir,India
8/1/1964,13.155,0.272,Jammu And Kashmir,India
9/1/1964,9.616,0.366,Jammu And Kashmir,India
10/1/1964,4.57,0.439,Jammu And Kashmir,India
11/1/1964,-2.139,0.469,Jammu And Kashmir,India
12/1/1964,-6.982,0.957,Jammu And Kashmir,India
1/1/1965,-6.802,0.497,Jammu And Kashmir,India
2/1/1965,-6.985,1.165,Jammu And Kashmir,India
3/1/1965,-1.959,0.53,Jammu And Kashmir,India
4/1/1965,2.042,0.376,Jammu And Kashmir,India
5/1/1965,6.222,0.447,Jammu And Kashmir,India
6/1/1965,12.064,0.482,Jammu And Kashmir,India
7/1/1965,12.908,0.382,Jammu And Kashmir,India
8/1/1965,11.937,0.565,Jammu And Kashmir,India
9/1/1965,9.594,0.478,Jammu And Kashmir,India
10/1/1965,4.569,0.466,Jammu And Kashmir,India
11/1/1965,-0.496,0.766,Jammu And Kashmir,India
12/1/1965,-7.124,0.898,Jammu And Kashmir,India
1/1/1966,-7.55,0.799,Jammu And Kashmir,India
2/1/1966,-3.791,1.163,Jammu And Kashmir,India
3/1/1966,-1.167,0.309,Jammu And Kashmir,India
4/1/1966,3.024,0.44,Jammu And Kashmir,India
5/1/1966,7.398,0.458,Jammu And Kashmir,India
6/1/1966,12.45,0.277,Jammu And Kashmir,India
7/1/1966,12.95,0.619,Jammu And Kashmir,India
8/1/1966,12.809,0.513,Jammu And Kashmir,India
9/1/1966,8.533,0.442,Jammu And Kashmir,India
10/1/1966,3.115,0.413,Jammu And Kashmir,India
11/1/1966,-2.578,0.512,Jammu And Kashmir,India
12/1/1966,-7.541,1.073,Jammu And Kashmir,India
1/1/1967,-9.868,0.47,Jammu And Kashmir,India
2/1/1967,-5.242,0.417,Jammu And Kashmir,India
3/1/1967,-2.416,0.512,Jammu And Kashmir,India
4/1/1967,2.906,0.392,Jammu And Kashmir,India
5/1/1967,6.833,0.577,Jammu And Kashmir,India
6/1/1967,12.427,0.679,Jammu And Kashmir,India
7/1/1967,13.63,0.528,Jammu And Kashmir,India
8/1/1967,12.363,0.487,Jammu And Kashmir,India
9/1/1967,10.238,0.331,Jammu And Kashmir,India
10/1/1967,2.828,0.828,Jammu And Kashmir,India
11/1/1967,-2.94,0.56,Jammu And Kashmir,India
12/1/1967,-7.177,0.598,Jammu And Kashmir,India
1/1/1968,-9.471,0.416,Jammu And Kashmir,India
2/1/1968,-8.051,0.275,Jammu And Kashmir,India
3/1/1968,-1.231,0.422,Jammu And Kashmir,India
4/1/1968,3.541,0.279,Jammu And Kashmir,India
5/1/1968,6.84,0.348,Jammu And Kashmir,India
6/1/1968,12.878,0.401,Jammu And Kashmir,India
7/1/1968,13.232,0.423,Jammu And Kashmir,India
8/1/1968,12.103,0.819,Jammu And Kashmir,India
9/1/1968,10.384,0.432,Jammu And Kashmir,India
10/1/1968,2.741,0.642,Jammu And Kashmir,India
11/1/1968,-1.795,0.583,Jammu And Kashmir,India
12/1/1968,-6.408,0.621,Jammu And Kashmir,India
1/1/1969,-9.234,0.696,Jammu And Kashmir,India
2/1/1969,-6.805,0.374,Jammu And Kashmir,India
3/1/1969,0.955,0.373,Jammu And Kashmir,India
4/1/1969,3.169,0.452,Jammu And Kashmir,India
5/1/1969,7.325,0.251,Jammu And Kashmir,India
6/1/1969,12.774,1.099,Jammu And Kashmir,India
7/1/1969,13.748,0.718,Jammu And Kashmir,India
8/1/1969,13.27,0.48,Jammu And Kashmir,India
9/1/1969,9.54,0.217,Jammu And Kashmir,India
10/1/1969,4.64,0.307,Jammu And Kashmir,India
11/1/1969,-0.678,0.247,Jammu And Kashmir,India
12/1/1969,-5.188,0.787,Jammu And Kashmir,India
1/1/1970,-8.223,0.925,Jammu And Kashmir,India
2/1/1970,-5.744,0.809,Jammu And Kashmir,India
3/1/1970,-1.927,0.53,Jammu And Kashmir,India
4/1/1970,5.231,0.295,Jammu And Kashmir,India
5/1/1970,9.675,0.405,Jammu And Kashmir,India
6/1/1970,12.334,0.752,Jammu And Kashmir,India
7/1/1970,13.638,0.342,Jammu And Kashmir,India
8/1/1970,13.037,0.272,Jammu And Kashmir,India
9/1/1970,10.243,0.573,Jammu And Kashmir,India
10/1/1970,4.96,0.273,Jammu And Kashmir,India
11/1/1970,-1.796,0.424,Jammu And Kashmir,India
12/1/1970,-6.177,0.268,Jammu And Kashmir,India
1/1/1971,-8.81,0.386,Jammu And Kashmir,India
2/1/1971,-5.811,0.486,Jammu And Kashmir,India
3/1/1971,0.024,0.852,Jammu And Kashmir,India
4/1/1971,5.274,0.598,Jammu And Kashmir,India
5/1/1971,8.401,1.076,Jammu And Kashmir,India
6/1/1971,12.665,1.466,Jammu And Kashmir,India
7/1/1971,12.746,0.37,Jammu And Kashmir,India
8/1/1971,12.371,0.289,Jammu And Kashmir,India
9/1/1971,8.711,0.37,Jammu And Kashmir,India
10/1/1971,4.199,0.513,Jammu And Kashmir,India
11/1/1971,-1.359,0.19,Jammu And Kashmir,India
12/1/1971,-5.223,0.659,Jammu And Kashmir,India
1/1/1972,-6.87,0.416,Jammu And Kashmir,India
2/1/1972,-8.759,0.267,Jammu And Kashmir,India
3/1/1972,-0.626,0.366,Jammu And Kashmir,India
4/1/1972,2.738,0.336,Jammu And Kashmir,India
5/1/1972,8.491,0.506,Jammu And Kashmir,India
6/1/1972,12.361,0.516,Jammu And Kashmir,India
7/1/1972,12.836,0.772,Jammu And Kashmir,India
8/1/1972,12.368,0.64,Jammu And Kashmir,India
9/1/1972,8.946,0.412,Jammu And Kashmir,India
10/1/1972,3.131,0.513,Jammu And Kashmir,India
11/1/1972,-1.31,0.523,Jammu And Kashmir,India
12/1/1972,-6.453,0.266,Jammu And Kashmir,India
1/1/1973,-8.72,0.476,Jammu And Kashmir,India
2/1/1973,-4.939,0.493,Jammu And Kashmir,India
3/1/1973,-1.907,0.382,Jammu And Kashmir,India
4/1/1973,5.281,0.454,Jammu And Kashmir,India
5/1/1973,9.045,0.378,Jammu And Kashmir,India
6/1/1973,13.213,0.696,Jammu And Kashmir,India
7/1/1973,13.501,0.759,Jammu And Kashmir,India
8/1/1973,12.915,0.393,Jammu And Kashmir,India
9/1/1973,10.429,0.386,Jammu And Kashmir,India
10/1/1973,3.843,0.291,Jammu And Kashmir,India
11/1/1973,-1.018,0.451,Jammu And Kashmir,India
12/1/1973,-7.31,0.636,Jammu And Kashmir,India
1/1/1974,-8.895,0.192,Jammu And Kashmir,India
2/1/1974,-8.389,0.333,Jammu And Kashmir,India
3/1/1974,-0.019,0.408,Jammu And Kashmir,India
4/1/1974,6.003,0.605,Jammu And Kashmir,India
5/1/1974,8.41,0.389,Jammu And Kashmir,India
6/1/1974,11.194,0.266,Jammu And Kashmir,India
7/1/1974,13.15,0.385,Jammu And Kashmir,India
8/1/1974,12.283,0.488,Jammu And Kashmir,India
9/1/1974,9.535,0.475,Jammu And Kashmir,India
10/1/1974,4.121,0.275,Jammu And Kashmir,India
11/1/1974,-1.757,0.772,Jammu And Kashmir,India
12/1/1974,-8.963,0.505,Jammu And Kashmir,India
1/1/1975,-9.75,0.655,Jammu And Kashmir,India
2/1/1975,-7.482,0.441,Jammu And Kashmir,India
3/1/1975,-2.241,0.311,Jammu And Kashmir,India
4/1/1975,3.793,0.34,Jammu And Kashmir,India
5/1/1975,7.914,0.327,Jammu And Kashmir,India
6/1/1975,11.711,0.42,Jammu And Kashmir,India
7/1/1975,12.286,0.517,Jammu And Kashmir,India
8/1/1975,12.484,0.875,Jammu And Kashmir,India
9/1/1975,9.408,0.541,Jammu And Kashmir,India
10/1/1975,4.659,0.598,Jammu And Kashmir,India
11/1/1975,-2.441,0.297,Jammu And Kashmir,India
12/1/1975,-7.009,0.388,Jammu And Kashmir,India
1/1/1976,-7.772,0.387,Jammu And Kashmir,India
2/1/1976,-6.641,0.47,Jammu And Kashmir,India
3/1/1976,-2.497,0.21,Jammu And Kashmir,India
4/1/1976,3.446,0.168,Jammu And Kashmir,India
5/1/1976,8.639,0.416,Jammu And Kashmir,India
6/1/1976,11.256,0.375,Jammu And Kashmir,India
7/1/1976,13.71,0.347,Jammu And Kashmir,India
8/1/1976,11.562,0.507,Jammu And Kashmir,India
9/1/1976,9.332,0.335,Jammu And Kashmir,India
10/1/1976,4.173,0.45,Jammu And Kashmir,India
11/1/1976,-1.126,0.333,Jammu And Kashmir,India
12/1/1976,-6.536,0.174,Jammu And Kashmir,India
1/1/1977,-8.826,0.375,Jammu And Kashmir,India
2/1/1977,-6.257,0.551,Jammu And Kashmir,India
3/1/1977,0.904,0.4,Jammu And Kashmir,India
4/1/1977,4.344,0.377,Jammu And Kashmir,India
5/1/1977,7.269,0.475,Jammu And Kashmir,India
